"bulk_id","slab_millers","slab_shift","slab_comp","top","*C_ml_Eads","*C_ml_dft_Eads","*C_min_ml_Eads","C_min_sp_e","*CO_ml_Eads","*CO_ml_dft_Eads","*CO_min_ml_Eads","CO_min_sp_e","*CHO_ml_Eads","*CHO_ml_dft_Eads","*CHO_min_ml_Eads","CHO_min_sp_e","CO*COH_ml_Eads","CO*COH_ml_dft_Eads","CO*COH_min_ml_Eads","COCOH_min_sp_e","*H_ml_Eads","*H_ml_dft_Eads","*H_min_ml_Eads","H_min_sp_e","OH_min_sp_e","*OH_ml_Eads","*OH_ml_dft_Eads","*OH_min_ml_Eads","n_bulk_elements","slab_identifier","cleavage_energy","facet_fraction_on_wulff_not_normalized"
"dcgat-agm003488401","(2, 2, -1)",0.166666666666667,"Au-0.667-Cd-0.222-Pd-0.111","True","[1.38832736 1.38971162 1.38978434 1.39050984 1.39155722]","[1.35419267 1.35742715 1.35824462 1.35913373 1.35484576]",1.3883273601532,1.35419267,"[-0.82636189 -0.82577932 -0.82557636 -0.82502431 -0.82486963]","[-0.726569   -0.73601863 -0.73137129 -0.73063736 -0.73539812]",-0.826361894607544,-0.73601862999999,"[-0.24433827 -0.24355364 -0.24318779 -0.24300557 -0.24287206]","[-0.2192529  -0.22083551 -0.21795527 -0.22124087 -0.22395687]",-0.244338274002075,-0.223956870000023,"[0.37740606 0.37783104 0.37946135 0.38182575 0.38556367]","[0.45113587 0.45355892 0.4506863  0.44252967 0.45764004]",0.377406060695648,0.442529670000027,"[0.05014735 0.05205697 0.05386466 0.0581038  0.05820531]","[0.11667035 0.11178939 0.11938501 0.11257253 0.11199661]",0.0501473546028137,0.111789390000013,0.817579770000009,"[0.81977171 0.81988496 0.82077867 0.82087666 0.82242996]","[0.81757977 0.82124014 0.81852775 0.81963242 0.8180491 ]",0.819771707057953,3,"27886_2,2,-1_0.167_True",0.447374033077638,0.491305625919516
"dcgat-agm003194879","(1, 1, 0)",0.25,"Ag-0.6-Au-0.4","True","[1.95994806 1.96113181 1.96119714 1.96122503 1.96131992]","[1.99115899 1.98992498 1.99066298 1.99231325 1.98934451]",1.95994806289673,1.98934451000002,"[-0.48057011 -0.47833776 -0.4781118  -0.47784412 -0.47742781]","[-0.37601668 -0.3752133  -0.37447878 -0.3738439  -0.3750584 ]",-0.480570107698441,-0.376016679999992,"[-0.28567606 -0.28549695 -0.28335238 -0.2831299  -0.28182802]","[-0.25640626 -0.25776331 -0.25661183 -0.25635551 -0.25865475]",-0.285676062107086,-0.258654750000005,"[-0.00168264 -0.00075573 -0.00074685  0.00202173  0.00264025]","[0.02037189 0.02371912 0.02193153 0.02835554 0.01700885]",-0.0016826391220092,0.0170088500000247,"[0.09463167 0.0989216  0.09934765 0.09940064 0.09943038]","[0.1161356  0.11418978 0.11446853 0.11588122 0.11620688]",0.0946316719055175,0.114189780000004,0.542622340000008,"[0.51872379 0.51936287 0.51982528 0.52003533 0.52064413]","[0.54262234 0.54609958 0.54411448 0.54836953 0.54642304]",0.518723785877228,2,"26989_1,1,0_0.25_True",0.686026605115404,0.528687597473891
"dcgat-agm003585838","(1, 0, 2)",0.014599589947958,"Ag-0.083-Au-0.667-Tl-0.25","False","[0.89564949 0.90145546 0.91607052 0.91906649 0.93273383]","[1.08367007 1.08271365 1.0777537  1.087315   1.07097658]",0.895649492740631,1.07097657999998,"[-0.5567463  -0.51584387 -0.51298523 -0.51259506 -0.4947992 ]","[-0.03825737 -0.05402089 -0.0504905  -0.03124228 -0.03783392]",-0.556746304035187,-0.0540208900000038,"[-1.29067719 -0.73539418 -0.40759245 -0.36886895 -0.33394212]","[1.67083916 1.55725636 0.0360739  0.20390019 0.23799118]",-1.29067718982697,0.0360739000000194,"[-0.18785089 -0.18230033 -0.1643489  -0.11838621 -0.0962466 ]","[0.15819606 0.09454569 0.14994653 0.22674854 0.16741292]",-0.187850892543793,0.0945456899999612,"[-0.34240535 -0.2982879  -0.27121326 -0.05032426 -0.04586339]","[0.11665938 0.13341192 0.19162135 0.21788625 0.12199426]",-0.34240534901619,0.116659379999987,0.732978349999996,"[0.3066991  0.32427663 0.3369351  0.35126179 0.38898617]","[0.73297835 0.78304353 0.75949478 0.7630457  0.77489616]",0.306699097156525,3,"23251_1,0,2_0.015_False",0.345808916073796,0.760012467996701
"dcgat-agm003213594","(0, 0, 1)",0.068835629484681,"Ag-0.462-Zn-0.538","True","[1.93331218 2.11715031 2.14041615 2.15945697 2.16972303]","[1.97366844 2.07224413 2.077378   1.96953261 1.96106195]",1.93331217765808,1.96106195000002,"[-0.36622989 -0.36405027 -0.36402678 -0.36028704 -0.36010575]","[-0.34306746 -0.33679401 -0.3319904  -0.36417039 -0.34710719]",-0.366229891777039,-0.36417038999997,"[0.101924   0.10691869 0.10817879 0.10960412 0.11047751]","[0.07920324 0.0829375  0.08310924 0.07606072 0.08527265]",0.101924002170563,0.0760607199999867,"[0.05728406 0.06242615 0.07003266 0.07171601 0.07314676]","[0.0308043  0.03118377 0.04879735 0.03318129 0.03723109]",0.0572840571403503,0.0308043000000282,"[0.1206221  0.12268364 0.12725616 0.1300258  0.13147676]","[0.13556951 0.13010815 0.12774011 0.11673355 0.13712864]",0.120622098445892,0.116733550000021,0.179520510000003,"[0.25175065 0.25220996 0.2548725  0.25592285 0.25632554]","[0.18394249 0.18227529 0.17952051 0.18462767 0.18496426]",0.251750648021698,2,"21708_0,0,1_0.069_True",0.779438222347954,1
"dcgat-agm002383352","(1, 2, 0)",0.0840947886221534,"Au-0.889-Sn-0.111","True","[1.31389856 1.31748581 1.31847262 1.32457471 1.32490468]","[1.64587337 1.65737523 1.65517752 1.66599152 1.46661209]",1.31389856338501,1.46661209000001,"[-0.77860075 -0.77190822 -0.76805288 -0.76757884 -0.76723266]","[-0.48236595 -0.49080137 -0.46336968 -0.45716585 -0.46992567]",-0.778600752353668,-0.490801369999986,"[-0.44101134 -0.4369233  -0.42627913 -0.42564836 -0.42402053]","[-0.21633752 -0.19791085 -0.21371184 -0.21376551 -0.21495079]",-0.441011339426041,-0.216337520000025,"[-0.05155116 -0.04411912 -0.03946489 -0.03911269 -0.03348529]","[0.09801818 0.09060205 0.08826484 0.21830223 0.0765838 ]",-0.0515511631965637,0.0765838000000371,"[-0.09805888 -0.09760875 -0.09512508 -0.09427989 -0.09244078]","[0.11732249 0.13270342 0.15620209 0.15144321 0.16696945]",-0.0980588793754577,0.117322490000021,0.0037431099999878,"[-0.09088588 -0.08948714 -0.08061737 -0.06897616 -0.06833267]","[0.08247441 0.08059842 0.00374311 0.09108079 0.00485084]",-0.0908858776092529,2,"28358_1,2,0_0.084_True",0.53053398725425,0.0364815883432876
"oqmd-1338615","(0, 0, 1)",0,"Au-0.4-Cd-0.6","True","[1.75108314 1.75121617 1.75582838 1.76079822 1.76753545]","[1.64564795 1.65439997 1.65657076 1.64794614 1.64842748]",1.75108313560486,1.64564795,"[-0.05499667 -0.04584688 -0.04298872 -0.03865618 -0.02868533]","[-0.15059166 -0.14687251 -0.14543609 -0.13521886 -0.12805279]",-0.0549966692924499,-0.150591660000003,"[0.15552783 0.15691376 0.15976548 0.16010672 0.16130185]","[0.19845975 0.19989504 0.20729791 0.19928838 0.20034202]",0.155527830123901,0.198459749999998,"[0.46573728 0.47182959 0.47323138 0.48033637 0.49590665]","[0.52994205 0.4860619  0.53050352 0.48559024 0.53606826]",0.465737283229828,0.485590240000008,"[0.13943863 0.14639229 0.14854103 0.15373105 0.15799993]","[0.12475271 0.11746414 0.12414635 0.11882474 0.12473587]",0.139438629150391,0.117464140000003,0.381092440000003,"[0.40081567 0.40795892 0.40825015 0.40826768 0.41205317]","[0.43871544 0.424955   0.38109244 0.42879908 0.44953234]",0.400815665721893,2,"15271_0,0,1_0.0_True",0.387366280847408,0.999861742886292
"dcgat-agm003194874","(1, 1, 0)",0.25,"Ag-0.2-Au-0.8","True","[1.65198207 1.65198994 1.65577221 1.65720415 1.65727186]","[1.71097507 1.71903834 1.7125767  1.71225244 1.71575052]",1.6519820690155,1.71097507000002,"[-0.51361394 -0.51336765 -0.51322216 -0.51308274 -0.51288784]","[-0.3823839  -0.37897723 -0.38039359 -0.38098171 -0.37997949]",-0.513613939285278,-0.382383900000008,"[-0.27548945 -0.27298042 -0.27232561 -0.27135572 -0.27019522]","[-0.22118194 -0.22079874 -0.220192   -0.2212167  -0.22085484]",-0.275489449501038,-0.221216700000014,"[-0.0181095  -0.01397121 -0.0072211  -0.00502634 -0.0035131 ]","[0.00730918 0.00155326 0.02381132 0.0327329  0.03035495]",-0.0181095004081726,0.0015532600000085,"[0.11381501 0.11389136 0.11399555 0.11485279 0.11546034]","[0.12006945 0.11856825 0.11883928 0.11747544 0.11836698]",0.113815009593964,0.117475439999993,0.732950379999977,"[0.71591371 0.71639675 0.71719402 0.71721298 0.7176277 ]","[0.73628665 0.73331927 0.73295038 0.73444974 0.73423451]",0.715913712978363,2,"33700_1,1,0_0.25_True",0.701912588468035,0.21206423167869
"dcgat-agm003481564","(0, 1, 0)",0.25,"Ag-0.111-Au-0.667-Cu-0.222","True","[1.16372442 1.16680646 1.17026615 1.17101383 1.17219973]","[1.11184407 1.1101893  1.11035893 1.11140819 1.11204721]",1.16372442245483,1.1101893,"[-0.69144797 -0.6912992  -0.69090724 -0.69071311 -0.69045603]","[-0.65128671 -0.65072451 -0.65016563 -0.65042592 -0.65146492]",-0.691447973251343,-0.651464920000009,"[-0.18655485 -0.18578541 -0.18474209 -0.18469709 -0.18152118]","[-0.18789553 -0.19115488 -0.19199949 -0.1917547  -0.19033366]",-0.186554849147797,-0.191999490000001,"[0.07906997 0.08518583 0.08539146 0.09095752 0.098454  ]","[0.03053506 0.03478624 0.03122237 0.03570645 0.06128079]",0.079069972038269,0.0305350600000053,"[0.10376424 0.10577101 0.10612959 0.1063059  0.10649604]","[0.12203274 0.12140119 0.11867348 0.12016457 0.11834937]",0.103764235973358,0.118349370000004,0.41464766,"[0.43220121 0.43272799 0.43417388 0.43422097 0.43426734]","[0.41494221 0.41674725 0.41827685 0.4182614  0.41464766]",0.432201206684113,3,"18936_0,1,0_0.25_True",0.758467591107023,0.0110823011452113
"dcgat-agm003264511","(2, 2, 1)",0.109252011343349,"Au-0.625-Cu-0.375","True","[1.25120115 1.25395727 1.2551465  1.25641584 1.25665474]","[1.37395465 1.37433946 1.37532381 1.37629818 1.37576893]",1.25120115280151,1.37395465000003,"[-0.52894449 -0.52835202 -0.52826118 -0.52803379 -0.52801222]","[-0.45155895 -0.45054145 -0.4514608  -0.45219068 -0.4515064 ]",-0.528944492340088,-0.452190679999973,"[-0.00931996 -0.0078848  -0.00743783 -0.00735939 -0.00556588]","[0.02378539 0.0205357  0.02134041 0.01894271 0.01989257]",-0.0093199610710144,0.0189427100000045,"[0.26486832 0.28898305 0.29410893 0.30618602 0.31500334]","[0.29792555 0.34662322 0.36356867 0.30686848 0.34499057]",0.264868319034576,0.297925550000031,"[0.08652025 0.08840758 0.08844602 0.0886364  0.0895915 ]","[0.12010206 0.1206531  0.1200994  0.12033686 0.12063333]",0.086520254611969,0.120099400000015,0.429423579999991,"[0.40257496 0.40386587 0.40407997 0.40479165 0.4048236 ]","[0.42942358 0.43026818 0.429627   0.42958719 0.42996529]",0.402574956417084,2,"17430_2,2,1_0.109_True",0.678228373492096,0.775816032369467
"dcgat-agm003166254","(1, 1, 0)",0.125,"Ag-0.25-Au-0.5-Cu-0.25","True","[1.27221107 1.27365041 1.28075314 1.28236485 1.28350377]","[1.36759534 1.37321117 1.39344693 1.35610698 1.36720907]",1.2722110748291,1.35610697999996,"[-0.67295104 -0.67266673 -0.67238629 -0.67184532 -0.67059696]","[-0.56639424 -0.56703704 -0.56664616 -0.56348182 -0.56807281]",-0.67295104265213,-0.56807280999999,"[-0.17895949 -0.17531615 -0.17312771 -0.17197615 -0.16962743]","[-0.09567384 -0.09540047 -0.11792646 -0.12029999 -0.11521339]",-0.178959488868713,-0.120299990000007,"[-0.08918184 -0.08347511 -0.08249265 -0.08200109 -0.07409042]","[-0.05403834 -0.0498485  -0.04594764 -0.05014419 -0.05897287]",-0.0891818404197692,-0.0589728700000193,"[0.09398431 0.0945856  0.09540808 0.09572643 0.0957613 ]","[0.16670004 0.12015385 0.12124301 0.1217104  0.12155987]",0.093984305858612,0.120153850000008,0.380276859999981,"[0.38129526 0.38448626 0.38453227 0.38505715 0.38644356]","[0.38094152 0.38027686 0.38065155 0.38127413 0.38093006]",0.381295263767242,3,"17528_1,1,0_0.125_True",0.698750507448331,1
"dcgat-agm003374023","(2, 0, -1)",0.0996603103055633,"Au-0.417-Cu-0.167-Zn-0.417","False","[1.05472374 1.0573771  1.05879712 1.06422877 1.06625748]","[1.16327048 1.15928338 1.15522031 1.15593907 1.15719402]",1.05472373962402,1.15522031,"[-0.73404068 -0.73291618 -0.73225987 -0.73211592 -0.73183435]","[-0.63269116 -0.63482542 -0.63415754 -0.62955823 -0.63495407]",-0.734040677547455,-0.634954069999992,"[-0.11248696 -0.10806876 -0.10605782 -0.10364908 -0.10146415]","[-0.08327494 -0.07390617 -0.08315958 -0.08830732 -0.08542791]",-0.112486958503723,-0.0883073200000126,"[-0.14206725 -0.14191401 -0.13872623 -0.13582438 -0.13577962]","[-0.07747386 -0.08935312 -0.06764313 -0.08082605 -0.08595804]",-0.14206725358963,-0.0893531199999984,"[0.12088925 0.12148815 0.12155724 0.122738   0.12455434]","[0.12137847 0.12028394 0.12151987 0.12026463 0.12391521]",0.120889246463776,0.120264630000008,0.314568839999993,"[0.22201902 0.22871202 0.22918069 0.23152059 0.23362941]","[0.3167343  0.3162591  0.31456884 0.31491144 0.31533004]",0.222019016742706,3,"30565_2,0,-1_0.1_False",0.814433014345363,0.0872446216220379
"dcgat-agm003292826","(1, 0, 0)",0.25,"Cu-0.455-Zn-0.545","True","[0.42244953 0.42542404 0.42674023 0.43024224 0.43087476]","[0.51657    0.51040356 0.51068312 0.51184984 0.51073874]",0.42244952917099,0.510403560000015,"[-0.59030557 -0.58834869 -0.58662736 -0.58620846 -0.5856548 ]","[-0.4628178  -0.46285913 -0.46188111 -0.46019482 -0.46291467]",-0.59030556678772,-0.462914670000004,"[-1.17021847 -0.07282847 -0.07268715 -0.06959093 -0.06780708]","[1.48812834 0.04772951 0.04839875 0.04760394 0.04905762]",-1.1702184677124,0.0476039399999876,"[-0.1830343  -0.18057799 -0.08933187 -0.08842945 -0.0870263 ]","[-0.06789254 -0.06345093  0.01203213  0.01127127  0.01017794]",-0.183034300804138,-0.0678925400000025,"[0.09285474 0.09502065 0.09507006 0.09516215 0.09595793]","[0.12271631 0.12711728 0.12332596 0.12418358 0.12461213]",0.0928547382354736,0.122716309999987,-0.0145652700000198,"[-0.11052436 -0.10956317 -0.10914505 -0.10877907 -0.10814548]","[-0.0137959  -0.01349359 -0.01349743 -0.01354261 -0.01456527]",-0.110524356365204,2,"29056_1,0,0_0.25_True",0.936929276047292,0.181340398952563
"dcgat-agm003437095","(1, 1, 0)",0.25,"Ag-0.167-Cu-0.333-Zn-0.5","True","[0.6453138  0.64761704 0.6484769  0.6492179  0.65057975]","[0.69459005 0.69502485 0.69707973 0.69584033 0.69590693]",0.645313799381256,0.694590050000002,"[-0.49594259 -0.49372932 -0.49341205 -0.49278349 -0.49236095]","[-0.40874036 -0.41217333 -0.41091657 -0.40845408 -0.41223504]",-0.49594259262085,-0.412235039999999,"[-0.05191326 -0.04992211 -0.04457641 -0.04410696 -0.04320747]","[0.01238569 0.0102325  0.0077887  0.00817454 0.0074235 ]",-0.0519132614135742,0.0074235000000015,"[0.05323255 0.05555886 0.06080383 0.06305969 0.06864595]","[0.14267507 0.14325236 0.1414243  0.14691507 0.1394654 ]",0.0532325506210327,0.139465400000006,"[0.13750684 0.13752061 0.13916409 0.1397385  0.14042139]","[0.12404656 0.12340191 0.12371029 0.12449961 0.1247646 ]",0.13750684261322,0.123401910000013,0.106011390000006,"[0.10094261 0.10235548 0.10441059 0.10471749 0.10525876]","[0.10601139 0.11086359 0.11018037 0.11338427 0.11408548]",0.100942611694336,3,"25979_1,1,0_0.25_True",0.860514809441217,0.230182889198699
"dcgat-agm003163287","(1, 1, 0)",0,"Cd-0.5-Cu-0.5","True","[0.75244838 0.75291425 0.75358957 0.75559193 0.75571519]","[0.94570521 0.96354369 0.94510245 0.94520623 0.94292009]",0.752448379993439,0.942920089999987,"[-0.5052346  -0.50023234 -0.49912632 -0.49902022 -0.4984442 ]","[-0.43305459 -0.43830414 -0.43403059 -0.43335263 -0.43437133]",-0.505234599113464,-0.438304140000014,"[0.06601864 0.0672797  0.06730944 0.06745118 0.06787479]","[0.11606168 0.13582957 0.13754917 0.11205937 0.10095885]",0.0660186409950256,0.100958849999998,"[0.17918253 0.18596303 0.1872701  0.19144297 0.19440931]","[0.2041894  0.20633085 0.18505489 0.22595108 0.22258405]",0.179182529449463,0.185054890000004,"[0.08065397 0.08267993 0.08307487 0.08307528 0.08333588]","[0.1308532  0.12485597 0.12409132 0.12576372 0.12608621]",0.080653965473175,0.124091319999991,0.215393589999991,"[0.19959772 0.20028877 0.20098448 0.20121592 0.20128769]","[0.21539359 0.26688214 0.27978115 0.27145997 0.27886786]",0.199597716331482,2,"29801_1,1,0_0.0_True",0.642977542649134,0.532892800085007
"dcgat-agm003194948","(2, 2, 1)",0.0625,"Au-0.6-Cu-0.4","True","[1.09963608 1.1010704  1.10407758 1.10732079 1.10739899]","[1.17498683 1.17407008 1.22232489 1.19302701 1.22777262]",1.09963607788086,1.17407008000004,"[-0.61959243 -0.61764514 -0.61677974 -0.61622512 -0.61560476]","[-0.49924445 -0.49545113 -0.50609151 -0.4960775  -0.50159689]",-0.619592428207398,-0.506091509999976,"[-0.16012812 -0.15493572 -0.15487731 -0.15385765 -0.15350938]","[-0.10806287 -0.10733897 -0.11478615 -0.11488431 -0.1140525 ]",-0.160128116607666,-0.114884309999979,"[-0.0704208  -0.06219703 -0.05483162 -0.04424083 -0.02829492]","[-0.02267475 -0.02212886 -0.0146183  -0.01444881  0.00558995]",-0.0704208016395568,-0.0226747499999646,"[0.07703322 0.07715619 0.07748997 0.079036   0.07931352]","[0.12957755 0.12515676 0.12615022 0.12492126 0.1261089 ]",0.0770332217216491,0.124921260000008,0.525771190000057,"[0.49233252 0.49249619 0.49251503 0.49260968 0.49301678]","[0.52992931 0.52733096 0.52788262 0.52577119 0.52987016]",0.492332518100739,2,"21776_2,2,1_0.062_True",0.754194718666275,0.70366277946658
"dcgat-agm003513482","(1, 1, 0)",0.25,"Au-0.2-Cd-0.7-Pd-0.1","True","[1.75797129 1.83338785 1.84003377 1.84345818 1.84868121]","[1.8698637  1.83361289 1.83200285 1.82979469 1.83471972]",1.75797128677368,1.82979469,"[-0.79248089 -0.79170167 -0.7913785  -0.79128695 -0.79121882]","[-0.68818104 -0.68489981 -0.69239646 -0.67112847 -0.68654969]",-0.792480885982513,-0.692396460000012,"[-0.18495756 -0.17573577 -0.17046106 -0.16958147 -0.16453332]","[-0.09550708 -0.08979312 -0.09255793 -0.09428663 -0.09163675]",-0.184957563877106,-0.0955070800000044,"[0.07332134 0.09023952 0.0993793  0.11916482 0.12555575]","[0.12272274 0.13835878 0.13963056 0.13931497 0.1166673 ]",0.0733213424682617,0.116667300000003,"[0.09150988 0.09234226 0.09377789 0.0938257  0.09394354]","[0.12900666 0.12637895 0.12854871 0.12748674 0.12559916]",0.0915098786354065,0.12559916,-0.0186042300000082,"[0.00852448 0.00885212 0.00890601 0.0091204  0.00919282]","[-0.01827438 -0.01633145 -0.01024118 -0.01727973 -0.01860423]",0.008524477481842,3,"20848_1,1,0_0.25_True",0.441647628269544,1
"dcgat-agm003291942","(0, 0, 1)",0.25,"Cu-0.444-Zn-0.556","True","[0.15991175 0.16268873 0.16360867 0.16659987 0.16709924]","[0.43139601 0.43143911 0.43342057 0.43370811 0.43010039]",0.159911751747131,0.430100389999993,"[-0.67633539 -0.67553616 -0.67536104 -0.67529607 -0.67528248]","[-0.53327745 -0.53676901 -0.53745002 -0.53629243 -0.53623577]",-0.676335394382477,-0.537450020000009,"[-0.1744768  -0.17336971 -0.17236292 -0.17140579 -0.17125744]","[-0.09557999 -0.09772968 -0.09398732 -0.09666801 -0.09654655]",-0.174476802349091,-0.0977296800000147,"[-0.49019772 -0.48783764 -0.47383016 -0.37616086 -0.37077636]","[-0.23606122 -0.23426009 -0.23202397 -0.23245326 -0.23268832]",-0.490197718143463,-0.236061220000011,"[0.04724967 0.04808152 0.04943067 0.04965097 0.04973137]","[0.12569777 0.12700413 0.12712468 0.12618501 0.12635035]",0.0472496747970581,0.125697769999988,-0.201570759999996,"[-0.21311569 -0.21226686 -0.20987052 -0.20959455 -0.20866323]","[-0.19947845 -0.19991998 -0.20000643 -0.19746094 -0.20157076]",-0.213115692138672,2,"24942_0,0,1_0.25_True",1.01082129797331,0.0271439992584405
"oqmd-758539","(0, 1, 2)",0,"Ag-0.25-Zn-0.75","True","[1.09858775 1.10442805 1.11866117 1.11962509 1.12363172]","[0.8329025  0.83488139 0.82882897 0.8421398  0.83515775]",1.09858775138855,0.828828969999996,"[-0.05660486 -0.0535627  -0.05350065 -0.05286169 -0.05201757]","[-0.14385166 -0.21678975 -0.21541659 -0.22197315 -0.21132656]",-0.0566048622131347,-0.221973149999997,"[-0.05956835 -0.03994381  0.02436662  0.02512217  0.02816534]","[-0.09759563 -0.07566682 -0.10151983 -0.13833921 -0.14079729]",-0.0595683455467224,-0.140797290000009,"[0.03088295 0.10172415 0.10344666 0.11112005 0.23129112]","[-0.06028073 -0.10362251 -0.10883756 -0.10496391  0.19410358]",0.0308829545974731,-0.108837559999998,"[-1.09790599  0.39648288  0.39705521  0.39868122  0.40131587]","[2.16873136 0.13119121 0.12615802 0.13003846 0.28219489]",-1.09790599346161,0.126158020000005,0.0175185800000008,"[-0.07932997 -0.07744831 -0.07686532 -0.07565498 -0.07172924]","[0.01751858 0.02349152 0.01965404 0.02377298 0.02376948]",-0.0793299674987793,2,"13429_0,1,2_0.0_True",0.540083033703158,0.538137330978368
"dcgat-agm003203713","(2, 0, -1)",0.251734307348792,"Cu-0.167-Zn-0.833","False","[0.89205235 0.8952778  0.89673835 0.8977471  0.89855295]","[1.0947566  1.09647255 1.09957017 1.09348961 1.09835067]",0.892052352428436,1.09348961000001,"[-0.43451747 -0.43388116 -0.43360052 -0.43258321 -0.43227077]","[-0.31323978 -0.31588826 -0.31718386 -0.31663635 -0.31697442]",-0.434517472982407,-0.31718386,"[0.12805796 0.13054734 0.13144517 0.13225675 0.13400042]","[0.26913361 0.26251317 0.26685233 0.26490723 0.26256357]",0.128057956695557,0.262513170000005,"[0.23161191 0.24373037 0.24926621 0.26758856 0.27187699]","[0.34844303 0.33646009 0.33597337 0.32636308 0.40597096]",0.231611907482147,0.326363079999993,"[0.03817779 0.04289937 0.04433107 0.04518431 0.04524928]","[0.13167749 0.12933839 0.13107591 0.1281394  0.13359075]",0.0381777882575988,0.128139400000009,-0.0349864999999738,"[-0.18076932 -0.17843521 -0.17727649 -0.17701685 -0.17670161]","[-0.03293259 -0.0349865  -0.0337725  -0.03407038 -0.03489593]",-0.180769324302673,2,"20934_2,0,-1_0.252_False",0.577827426408831,0.579084765923925
"oqmd-1017003","(1, 0, 2)",0.125,"Ag-0.25-Au-0.25-Zn-0.5","False","[0.90006489 0.90103513 0.90416628 0.91313142 0.91605824]","[0.97432752 0.98103108 0.97982164 0.97785972 0.97980307]",0.900064885616303,0.974327520000003,"[-0.3892414  -0.29250395 -0.2874963  -0.28082004 -0.28081048]","[-0.33934278 -0.17778041 -0.17286854 -0.29134552 -0.17412514]",-0.389241397380829,-0.33934278000001,"[-0.32532752 -0.31531659 -0.31444454 -0.31057954 -0.30897143]","[-0.31249378 -0.31239833 -0.31411428 -0.31998576 -0.30659689]",-0.325327515602112,-0.319985759999994,"[-0.24105102 -0.14985716 -0.11899161 -0.07887989 -0.05044878]","[-0.25208586 -0.16878827 -0.0635747  -0.1366564  -0.08353049]",-0.241051018238068,-0.252085859999994,"[0.05713046 0.05933583 0.06012905 0.06111109 0.0618006 ]","[0.13123558 0.12982604 0.13137916 0.12932138 0.13209325]",0.0571304559707641,0.129321380000007,-0.373810780000014,"[-0.33919886 -0.33798811 -0.33771643 -0.33551618 -0.33376881]","[-0.37381078 -0.37089407 -0.37126899 -0.36821675 -0.37079353]",-0.339198857545853,3,"15490_1,0,2_0.125_False",0.799571283765946,0
"oqmd-1339586","(1, 0, 0)",0.164,"Ag-0.833-Zn-0.167","True","[1.84043789 1.84070802 1.84116793 1.84298658 1.84426284]","[1.95439973 1.95923463 1.94976924 1.95501721 1.94582396]",1.84043788909912,1.94582395999998,"[-0.23597872 -0.23464519 -0.23419845 -0.23355591 -0.23286575]","[-0.24983181 -0.26338329 -0.25531369 -0.26413902 -0.26231106]",-0.235978722572327,-0.264139020000016,"[0.01413649 0.0148226  0.01508963 0.01583922 0.0160417 ]","[0.07171676 0.07110334 0.07555734 0.07483628 0.07552116]",0.0141364932060241,0.071103340000036,"[-0.09279615 -0.09152776 -0.09097385 -0.08886838 -0.08746785]","[-0.0985354  -0.09932284 -0.1001827  -0.09114097 -0.09340942]",-0.0927961468696594,-0.100182700000005,"[0.17905486 0.17941213 0.18084097 0.18124783 0.18447548]","[0.13464999 0.13119326 0.12959412 0.13045985 0.13252322]",0.179054856300354,0.129594119999979,-0.0617615499999715,"[-0.05619717 -0.05321479 -0.05293578 -0.05269068 -0.05091214]","[-0.05857837 -0.06176155 -0.05961685 -0.0606891  -0.05902301]",-0.056197166442871,2,"15777_1,0,0_0.164_True",0.692448292765004,1
"dcgat-agm003596602","(1, 0, 1)",0.5,"Au-0.444-Cu-0.111-Zn-0.444","True","[0.95782739 0.96576744 0.96629113 0.97465605 0.9760384 ]","[1.13401473 1.13496285 1.13877722 1.13580822 1.13254596]",0.957827389240265,1.13254595999999,"[-0.33902359 -0.33130029 -0.32591221 -0.32228953 -0.32136616]","[-0.09772132 -0.10056051 -0.10444361 -0.10525403 -0.106768  ]",-0.339023590087891,-0.106768000000017,"[-1.91357207 -1.61647201 -0.58484894 -0.36145645 -0.3594017 ]","[ 1.46819681  1.49749171  1.53871839 -0.29332142 -0.29125973]",-1.91357207298279,-0.293321420000012,"[-0.39771265 -0.39655584 -0.387344   -0.3853476  -0.38485628]","[-0.36469321 -0.36417315 -0.36571247 -0.36445787 -0.36466332]",-0.397712647914887,-0.365712470000034,"[0.0956701  0.09631062 0.10041618 0.10207909 0.10766959]","[0.13263645 0.13451109 0.13113291 0.13381371 0.1300045 ]",0.0956701040267944,0.130004499999984,-0.508024760000012,"[-0.50043535 -0.50027657 -0.49885067 -0.49828908 -0.49824852]","[-0.50405352 -0.50347855 -0.50592846 -0.50354864 -0.50802476]",-0.50043535232544,3,"33272_1,0,1_0.5_True",0.727089908939937,0.689046660681697
