"bulk_id","slab_millers","slab_shift","slab_comp","top","*C_ml_Eads","*C_ml_dft_Eads","*C_min_ml_Eads","C_min_sp_e","*CO_ml_Eads","*CO_ml_dft_Eads","*CO_min_ml_Eads","CO_min_sp_e","*CHO_ml_Eads","*CHO_ml_dft_Eads","*CHO_min_ml_Eads","CHO_min_sp_e","CO*COH_ml_Eads","CO*COH_ml_dft_Eads","CO*COH_min_ml_Eads","COCOH_min_sp_e","*H_ml_Eads","*H_ml_dft_Eads","*H_min_ml_Eads","H_min_sp_e","OH_min_sp_e","*OH_ml_Eads","*OH_ml_dft_Eads","*OH_min_ml_Eads","n_bulk_elements","slab_identifier","cleavage_energy","facet_fraction_on_wulff_not_normalized"
"oqmd-745269","(1, 1, 0)",0.125,"Ag-0.5-Au-0.25-Zn-0.25","True","[1.44009757 1.4494586  1.45264959 1.45676541 1.4587574 ]","[-1.18647027 -1.18318304 -1.18566689 -1.19113086 -1.18456958]",1.44009757041931,-1.19113086,"[-0.07128912 -0.06903034 -0.06680125 -0.06671321 -0.06348538]","[-2.62846652 -2.61849717 -2.6189084  -2.62512044 -2.62350848]",-0.0712891221046447,-2.62846651999999,"[0.10203874 0.1083709  0.10889059 0.10889828 0.10912442]","[-2.52445322 -2.52561254 -2.54232991 -2.53655365 -2.51750808]",0.102038741111755,-2.54232990999998,"[0.30815917 0.31132287 0.31451422 0.31749386 0.31864458]","[-2.3617751  -2.35965583 -2.36504699 -2.35947148 -2.33964257]",0.308159172534943,-2.36504699,"[0.25949973 0.26073998 0.26441795 0.26446921 0.26615936]","[-2.36979077 -2.38505481 -2.37284721 -2.37755445 -2.37470672]",0.259499728679657,-2.38505481,0.0312005899999974,"[0.10105002 0.10129476 0.10388207 0.10415167 0.10491878]","[0.03958344 0.04047648 0.03796551 0.03120059 0.0337495 ]",0.101050019264221,3,"13333_1,1,0_0.125_True",0.603226668852338,0.621451927632653
"mp-1183655","(1, 1, 1)",0.167,"Cd-0.25-Pd-0.75","True","[-1.27983773 -1.27552319 -1.26499915 -0.7240963  -0.72308987]","[-2.53712658 -2.53855699 -2.54051282 -1.80385842 -1.80953348]",-1.27983772754669,-2.54051282,"[-1.69599688 -1.6933037  -1.69179368 -1.69045663 -1.69040084]","[-2.89403828 -2.89544749 -2.89324405 -2.89499101 -2.89615402]",-1.69599688053131,-2.89615401999998,"[-0.65900552 -0.65655202 -0.65335274 -0.65283477 -0.65029061]","[-1.75585017 -1.84408507 -1.75785041 -1.843624   -1.84398017]",-0.659005522727966,-1.84408506999998,"[-0.92256224 -0.92199087 -0.92117256 -0.91934043 -0.91885054]","[-2.08165292 -2.1784418  -2.08344241 -2.16906407 -2.09235558]",-0.92256224155426,-2.1784418,"[-0.43141669 -0.4309448  -0.43091771 -0.43059543 -0.43054393]","[-1.70406113 -1.70263735 -1.70451891 -1.70233361 -1.70927104]",-0.431416690349579,-1.70927104,0.715981139999997,"[0.73392826 0.73422605 0.73449188 0.73561293 0.73592275]","[0.71598114 0.72180684 0.72214147 0.72777018 0.72246456]",0.733928263187408,2,"3585_1,1,1_0.167_True",0.887216947254046,1
"dcgat-agm002216085","(1, 0, 0)",0.12730870733845,"Cd-0.222-H-0.667-Ir-0.111","False","[-2.14857888 -2.1422658  -2.07721996 -2.04133511 -2.004529  ]","[-2.17871377 -2.10948335 -2.15382009 -2.11802041 -2.16269254]",-2.14857888221741,-2.17871377,"[-1.97940373 -1.94158506 -1.92890334 -1.86317849 -1.86171937]","[-1.87130699 -1.84217078 -1.82565605 -1.48433192 -1.46992344]",-1.97940373420715,-1.87130698999999,"[-1.70797229 -1.70175076 -1.3370471  -1.2696104  -1.25413609]","[-1.29974603 -1.28443583 -0.70654403 -0.9150253  -0.84239034]",-1.70797228813171,-1.29974602999999,"[-2.35065556 -2.0540874  -1.86883044 -1.69151592 -1.32918072]","[-1.53511904 -2.169655   -1.34464623 -1.38579763 -1.13515727]",-2.3506555557251,-2.16965500000001,"[-0.85218734 -0.81667453 -0.80676162 -0.80612409 -0.80071521]","[-1.25081202 -1.08046501 -1.21248651 -1.18250094 -1.28410412]",-0.85218733549118,-1.28410412,-1.00589148,"[-1.33702826 -1.33301938 -1.32963455 -1.31664181 -1.3158524 ]","[-0.97802951 -0.99475576 -1.00589148 -0.97577362 -1.00501591]",-1.33702826499939,3,"29932_1,0,0_0.127_False",,
"mp-865425","(1, 1, 2)",0.125,"Pd-0.75-Zn-0.25","True","[-0.39365634 -0.39173147 -0.39092639 -0.38896453 -0.38894242]","[-0.95964574 -0.96290758 -0.96354021 -0.96425218 -0.96263003]",-0.393656343221664,-0.96425217999996,"[-1.58040237 -1.57912374 -1.57818139 -1.57708693 -1.57670736]","[-1.55768693 -1.55372641 -1.55661799 -1.55899367 -1.55830271]",-1.58040237426758,-1.55899367000001,"[-0.67924947 -0.67883927 -0.66496176 -0.62130475 -0.61441028]","[-1.25890415 -1.35174789 -1.3531077  -1.35946253 -1.3207882 ]",-0.679249465465546,-1.35946253000003,"[-0.9835608  -0.97081929 -0.96823668 -0.96717429 -0.96643752]","[-1.52907383 -1.52923155 -1.53338085 -1.5285796  -1.53427297]",-0.983560800552368,-1.53427296999996,"[-0.41393885 -0.41314143 -0.41308832 -0.41268915 -0.41228366]","[-1.05626408 -1.05308309 -1.05638308 -1.05538966 -1.05854432]",-0.413938850164413,-1.05854431999998,0.635429469999991,"[0.58444268 0.58489114 0.58514589 0.58575159 0.58671254]","[0.63542947 0.6433808  0.6389178  0.64395748 0.64344523]",0.584442675113678,2,"957_1,1,2_0.125_True",0.978953002011574,0.860695166705771
"oqmd-1478722","(1, 1, 2)",0.062,"Ag-0.25-Au-0.5-Cd-0.25","False","[1.7173543  1.72524476 1.72549868 1.72803354 1.72989655]","[2.00518828 2.00763956 1.99546105 1.99472731 2.01140132]",1.71735429763794,1.99472731,"[-0.33963192 -0.33939606 -0.33733362 -0.33723313 -0.33697471]","[ 0.00783385  0.00346933 -0.00514458  0.00916198  0.00822495]",-0.339631915092468,-0.0051445800000067,"[-0.07842261 -0.075993   -0.073066   -0.07297665 -0.07175827]","[0.24966564 0.2339669  0.24928594 0.23411815 0.25254411]",-0.0784226059913635,0.233966900000013,"[0.16984093 0.19043368 0.19096845 0.21097487 0.21958417]","[0.47868622 0.48453006 0.48815203 0.50682609 0.51252404]",0.169840931892395,0.478686220000014,"[0.13676447 0.13857555 0.13880587 0.14023602 0.14079356]","[-0.97972601 -0.97698328 -0.97894228 -0.96537717 -0.98452397]",0.136764466762543,-0.984523969999998,0.689384369999999,"[0.66321343 0.66642302 0.66747969 0.6681183  0.66885608]","[0.69343916 0.68938437 0.69034676 0.6894946  0.68948302]",0.663213431835175,3,"14061_1,1,2_0.062_False",0.614178834010302,0
"oqmd-307843","(2, 1, 0)",0.083,"Mn-0.5-Ta-0.5","False","[-2.81911731 -2.81768799 -2.81732988 -2.81715965 -2.81674099]","[-2.90119515 -2.89794675 -2.90032922 -2.90058637 -2.89946994]",-2.81911730766296,-2.90119515000004,"[-3.04866982 -3.04637599 -3.04364038 -3.04344726 -3.04341936]","[-3.04637868 -3.04419348 -3.04563993 -3.04903749 -3.04575398]",-3.04866981506348,-3.04903749000005,"[-2.70044708 -2.52540255 -2.52015138 -2.50470877 -2.50257111]","[-2.72283876 -2.54410534 -2.53943663 -2.49321326 -2.49781009]",-2.70044708251953,-2.72283876000006,"[-4.2629981  -4.25580311 -4.24770737 -4.24701262 -4.1998539 ]","[-4.21479781 -4.21751965 -4.21964211 -4.21769443 -4.19265146]",-4.26299810409546,-4.21964211000011,"[-0.95235962 -0.95144826 -0.95073992 -0.95072305 -0.95033485]","[-0.9525434  -0.95274051 -0.95256269 -0.95278953 -0.95266742]",-0.952359616756439,-0.952789530000018,-1.97684485000002,"[-1.99034405 -1.98861933 -1.98801279 -1.9876678  -1.98757672]","[-1.97528617 -1.97684485 -1.97445911 -1.97583    -1.97658094]",-1.99034404754639,2,"11791_2,1,0_0.083_False",,
"mp-11572","(2, 1, 0)",0.083,"Ta-0.5-Tc-0.5","True","[-2.68296123 -2.68138433 -2.68124843 -2.68102455 -2.68090963]","[-2.72273548 -2.72252665 -2.71653277 -2.72252766 -2.71674872]",-2.68296122550964,-2.72273547999998,"[-2.95565939 -2.95440412 -2.95204425 -2.9516561  -2.95021868]","[-2.92058861 -2.92244823 -2.92364713 -2.91678974 -2.92173971]",-2.95565938949585,-2.92364713000006,"[-2.61903167 -2.55816436 -2.55169249 -2.55016732 -2.54817057]","[-2.57676108 -2.52235181 -2.51972793 -2.52191775 -2.5158372 ]",-2.61903166770935,-2.57676107999998,"[-4.150527   -4.15020227 -4.13328314 -4.13280296 -4.0896039 ]","[-4.19375939 -4.19033506 -4.19642617 -4.19279377 -4.14674432]",-4.15052700042725,-4.19642617,"[-0.87537313 -0.87352711 -0.87281072 -0.87226999 -0.87180167]","[-0.88807359 -0.88364417 -0.88874827 -0.88795427 -0.88428574]",-0.875373125076294,-0.888748269999951,-1.98579574000007,"[-1.9708786  -1.96987915 -1.96915483 -1.96885538 -1.96875072]","[-1.98377532 -1.98579574 -1.98454057 -1.98360824 -1.98424439]",-1.97087860107422,2,"2612_2,1,0_0.083_True",,
"oqmd-1339732","(2, 1, 1)",0.063,"Mo-0.438-Nb-0.562","False","[-1.76767755 -1.7619679  -1.76125002 -1.75948811 -1.75867867]","[-1.75703926 -1.7621194  -1.91146271 -1.90930432 -1.90736847]",-1.76767754554749,-1.91146270999991,"[-2.04455686 -2.04083729 -2.03817987 -2.03618455 -2.03058457]","[-2.20626592 -2.20971184 -2.21115089 -2.21212991 -2.2167877 ]",-2.0445568561554,-2.21678769999994,"[-2.11652112 -2.10872889 -2.10221982 -2.02914476 -2.022295  ]","[-2.2637574  -2.25874808 -2.25691326 -2.12022737 -2.11787303]",-2.11652112007141,-2.26375739999992,"[-3.12672734 -2.98229575 -2.90468025 -2.71020341 -2.60662103]","[-3.37724558 -3.21871198 -3.03677944 -2.84012783 -2.73068122]",-3.12672734260559,-3.37724557999991,"[-0.76490426 -0.76467973 -0.76242685 -0.76024145 -0.75989246]","[-0.86725863 -0.86943202 -0.86696753 -0.8634157  -0.86751039]",-0.764904260635376,-0.869432019999863,-1.74609323000004,,,,2,"15955_2,1,1_0.063_False",,
"oqmd-488823","(1, 1, 0)",0.125,"Cr-0.25-Mo-0.25-Nb-0.5","True","[-2.23218846 -2.22872376 -2.22825265 -2.22494602 -2.22405672]","[-2.21536231 -2.21549    -2.30186504 -2.21716508 -2.22016224]",-2.23218846321106,-2.30186503999994,"[-2.05694628 -2.05349851 -2.0481286  -2.04761505 -2.04686594]","[-1.95988964 -1.96097021 -1.96105356 -1.96000846 -1.95847705]",-2.05694627761841,-1.96105355999998,"[-2.4541328  -2.45376277 -2.45134211 -2.44889808 -2.44564891]","[-2.41563308 -2.4164049  -2.4146554  -2.41507581 -2.4153236 ]",-2.45413279533386,-2.41640489999998,"[-2.85411906 -2.84563065 -2.8418107  -2.83962941 -2.83510399]","[-2.83686255 -2.85041156 -2.85040576 -2.8488012  -2.81988099]",-2.85411906242371,-2.85041156,"[-0.85385978 -0.85350484 -0.85260475 -0.85235035 -0.85228676]","[-0.83364029 -0.82960235 -0.83024388 -0.83125571 -0.82944134]",-0.853859782218933,-0.833640289999948,-1.48699308000005,"[-1.49026155 -1.49022496 -1.4899776  -1.4876138  -1.48720193]","[-1.48699308 -1.48528918 -1.48642364 -1.48521079 -1.48343015]",-1.49026155471802,3,"15259_1,1,0_0.125_True",,
"mp-1215488","(1, 1, 0)",0.25,"Pd-0.375-Zn-0.625","True","[0.85922271 0.8602857  0.86239153 0.86444849 0.87392634]","[0.42720097 0.43286898 0.43819461 0.44103917 0.43279912]",0.859222710132599,0.427200970000001,"[-0.84673232 -0.84584767 -0.84524685 -0.84505057 -0.8450501 ]","[-1.47045536 -1.48197902 -1.48408024 -1.47505841 -1.4997049 ]",-0.846732318401337,-1.49970489999998,"[-0.19324225 -0.19312221 -0.19231099 -0.19180322 -0.18848777]","[-0.84638622 -0.8242658  -0.84142239 -0.83254485 -0.83867558]",-0.193242251873016,-0.846386219999999,"[-0.03579223  0.04942822  0.07161438  0.07461095  0.07539749]","[-0.79075194 -0.60191667 -0.67353065 -0.68158203 -0.68799773]",-0.0357922315597534,-0.790751940000007,"[-0.12605691 -0.12580723 -0.12575471 -0.12565297 -0.12548786]","[-0.82219319 -0.80940574 -0.80815236 -0.76523985 -0.8146024 ]",-0.126056909561157,-0.822193190000007,0.0144715799999914,"[-8.10050964e-03 -4.59003448e-03 -5.22136688e-05  7.24554062e-04
  2.11626291e-03]","[0.01616415 0.02075281 0.01447158 0.01717513 0.01585657]",-0.0081005096435546,2,"3121_1,1,0_0.25_True",0.84902374041404,1
"mp-316","(2, 1, 0)",0.083,"Mn-0.5-V-0.5","False","[-2.64384842 -2.64253879 -2.64226103 -2.64218926 -2.64160633]","[-2.585775   -2.58601818 -2.58825359 -2.58545138 -2.58345604]",-2.64384841918945,-2.58825359000002,"[-3.01040459 -3.00502443 -3.00406098 -3.00401115 -3.00367212]","[-2.89557284 -2.89946452 -2.90174096 -2.89631132 -2.89248731]",-3.01040458679199,-2.9017409600001,"[-2.68832755 -2.58344769 -2.58160114 -2.57813096 -2.57631707]","[-2.65836262 -2.53127456 -2.52724174 -2.52844094 -2.52988749]",-2.68832755088806,-2.65836262000005,"[-4.28034735 -4.27117968 -4.26940584 -4.2690196  -4.24125671]","[-4.253356   -4.25578893 -4.25147157 -4.24980815 -4.26688362]",-4.28034734725952,-4.26688362000004,"[-0.81929284 -0.81830287 -0.81701469 -0.81419671 -0.81411475]","[-0.80942554 -0.80918129 -0.80984603 -0.81101367 -0.80971841]",-0.819292843341827,-0.811013669999966,-1.78277882999998,"[-1.80489826 -1.80395007 -1.80327582 -1.80144358 -1.80057979]","[-1.78277883 -1.78002012 -1.78179108 -1.78088658 -1.78007012]",-1.80489826202393,2,"1490_2,1,0_0.083_False",,
"dcgat-agm001391140","(2, 1, 1)",0.0625,"Nb-0.25-Tc-0.25-V-0.25-W-0.25","True","[-1.63824868 -1.63582754 -1.63271117 -1.61798596 -1.61798263]","[-1.6356972  -1.64037309 -1.63998403 -1.63648695 -1.63682012]",-1.63824868202209,-1.64037308999991,"[-2.30064392 -2.29381347 -2.29372835 -2.29357743 -2.29220748]","[-2.17252781 -2.17471425 -2.16834534 -2.17445116 -2.16808354]",-2.30064392089844,-2.17471424999997,"[-2.43325734 -2.41885948 -2.41857505 -2.41406989 -2.41386247]","[-2.38645112 -2.38937302 -2.38280543 -2.3859006  -2.36812649]",-2.43325734138489,-2.38937301999999,"[-3.53510857 -3.37230611 -3.36885238 -3.36364532 -3.36144733]","[-3.54972945 -3.35406676 -3.4259859  -3.34908438 -3.42586888]",-3.53510856628418,-3.54972944999997,"[-0.84434634 -0.8442561  -0.84413517 -0.8438791  -0.84299558]","[-0.80337123 -0.80400632 -0.80824623 -0.80500176 -0.80451596]",-0.844346344470978,-0.808246230000009,-1.87527191000004,"[-1.89466858 -1.89346147 -1.89325714 -1.89307523 -1.89298081]","[-1.86866811 -1.87527191 -1.87136972 -1.8724477  -1.87482354]",-1.89466857910156,4,"20157_2,1,1_0.062_True",,
"oqmd-308193","(1, 1, 0)",0.125,"Nb-0.75-W-0.25","True","[-2.20770359 -2.20520139 -2.20363736 -2.20313215 -2.20302129]","[-2.1776736  -2.17421914 -2.17011251 -2.1751268  -2.17149054]",-2.20770359039307,-2.17767360000005,"[-2.01632881 -2.01121593 -2.00920963 -2.0084846  -2.00780916]","[-1.94963574 -1.94986233 -1.94592109 -1.95147271 -1.90977319]",-2.01632881164551,-1.95147271000008,"[-2.59275603 -2.59074664 -2.59011412 -2.58812618 -2.58811021]","[-2.52069216 -2.51907987 -2.51983961 -2.52156823 -2.51983922]",-2.59275603294373,-2.52156823000007,"[-2.93290663 -2.92136335 -2.91598463 -2.91423726 -2.91229177]","[-2.88331426 -2.88364251 -2.88622937 -2.88729917 -2.88146262]",-2.93290662765503,-2.88729917000001,"[-0.83750445 -0.83709729 -0.83683872 -0.83646011 -0.83587122]","[-0.80689763 -0.79953972 -0.80098975 -0.80316179 -0.79933431]",-0.8375044465065,-0.80689762999998,-1.49044861000004,"[-1.54614592 -1.54424381 -1.54331946 -1.54288363 -1.5427742 ]","[-1.48701124 -1.48656485 -1.48753122 -1.49044861 -1.48851781]",-1.54614591598511,2,"15339_1,1,0_0.125_True",,
"dcgat-agm001391107","(2, 1, 1)",0.0625,"Mo-0.25-Nb-0.25-Tc-0.25-W-0.25","True","[-1.27835798 -1.27249527 -1.27136564 -1.26994252 -1.26451206]","[-1.02923355 -1.03372697 -1.0324075  -1.02509971 -1.0329065 ]",-1.2783579826355,-1.03372696999998,"[-1.82598686 -1.82438493 -1.82267427 -1.82132435 -1.81941032]","[-1.77122023 -1.77469537 -1.77554847 -1.77226411 -1.77219424]",-1.82598686218262,-1.7755484700001,"[-1.88585067 -1.88428402 -1.88102651 -1.87732673 -1.87599421]","[-1.82104013 -1.78018962 -1.82215258 -1.77755709 -1.82296775]",-1.88585066795349,-1.82296775000009,"[-2.94785881 -2.94367814 -2.94078135 -2.92916822 -2.92692041]","[-2.89931386 -2.87360708 -2.87078507 -2.86639091 -2.87235919]",-2.9478588104248,-2.89931386000001,"[-0.83453912 -0.83372307 -0.83337772 -0.83326483 -0.83276743]","[-0.74873932 -0.74354268 -0.74459519 -0.74479415 -0.74516014]",-0.834539115428925,-0.748739320000027,-1.52932421000003,"[-1.60699379 -1.60579228 -1.60508013 -1.60412014 -1.60338354]","[-1.52932421 -1.52830912 -1.52864549 -1.52536245 -1.52827341]",-1.60699379444122,4,"31755_2,1,1_0.062_True",,
"oqmd-1340598","(1, 0, 1)",0.258,"Hg-0.2-Pd-0.8","True","[-1.59444392 -1.58938503 -1.58627915 -1.58443737 -1.58435917]","[-1.86499254 -1.86618536 -1.86693103 -1.86319039 -1.86561649]",-1.59444391727448,-1.86693102999999,"[-1.84707665 -1.84579945 -1.8431716  -1.84188724 -1.84186292]","[-1.99395289 -1.99466223 -1.990735   -1.99501771 -1.99534317]",-1.8470766544342,-1.99534317000001,"[-1.07099652 -1.06331682 -1.0079968  -0.97240525 -0.96804887]","[-1.20395624 -1.12130122 -1.14319028 -1.05758122 -1.0658698 ]",-1.07099652290344,-1.20395624000003,"[-1.71030641 -1.62197065 -1.62149405 -1.5882957  -1.5839026 ]","[-1.94739025 -1.8111202  -1.81510636 -1.81261469 -1.79736051]",-1.71030640602112,-1.94739024999998,"[-0.50959903 -0.50942862 -0.50936955 -0.50839168 -0.50807071]","[-0.66357473 -0.66497687 -0.66518636 -0.66313226 -0.665071  ]",-0.509599030017853,-0.665186360000007,0.438609779999979,"[0.4569574  0.46059531 0.46155745 0.46332377 0.46357912]","[0.43860978 0.44353803 0.44035744 0.44459915 0.44217838]",0.456957399845123,2,"12323_1,0,1_0.258_True",1.01780795572758,0
"mp-13082","(2, 2, 1)",0.075,"Co-0.25-Mn-0.5-Si-0.25","False","[-2.1293385  -2.12695885 -2.12569141 -2.12546372 -2.12102509]","[-2.07064474 -2.07003305 -2.0707804  -2.05867832 -2.06532327]",-2.12933850288391,-2.07078039999999,"[-2.35506129 -2.33951283 -2.31991529 -2.30695367 -2.2958045 ]","[-2.29977162 -2.31433665 -2.22629315 -2.25011208 -2.24537829]",-2.35506129264832,-2.31433664999997,"[-2.36257505 -2.34775352 -2.31803155 -2.30412602 -2.27552485]","[-2.27057207 -2.28429059 -2.29015707 -2.28677362 -2.27678531]",-2.3625750541687,-2.29015706999996,"[-3.41153526 -3.39102101 -3.38370562 -3.3692193  -3.09505486]","[-3.35917248 -3.36665288 -3.36702321 -3.34881176 -2.81311119]",-3.41153526306152,-3.36702320999996,"[-0.68850577 -0.68089378 -0.68072605 -0.6760366  -0.67469627]","[-0.63128528 -0.51881209 -0.62330567 -0.6240709  -0.64191553]",-0.68850576877594,-0.641915530000006,-1.26489359999994,"[-1.39887285 -1.39304924 -1.39110613 -1.38280582 -1.36676562]","[-1.2648936  -1.24532302 -1.26258419 -1.24729311 -1.25559595]",-1.39887285232544,3,"4391_2,2,1_0.075_False",,
"dcgat-agm003551802","(0, 1, 0)",0.25,"Ag-0.5-Au-0.125-Pd-0.375","True","[-0.0708155  -0.06818759 -0.06755245 -0.06066883 -0.05943996]","[-0.32525059 -0.32430647 -0.31785682 -0.32456799 -0.32602785]",-0.0708155035972595,-0.326027850000003,"[-1.31175256 -1.30961204 -1.30933857 -1.30828285 -1.30709529]","[-1.57964515 -1.57919895 -1.57563558 -1.58109631 -1.58029268]",-1.31175255775452,-1.58109631000002,"[-0.5119943  -0.50927103 -0.50919956 -0.50857192 -0.50603521]","[-0.75755507 -0.76107062 -0.7572183  -0.76034272 -0.76112291]",-0.511994302272797,-0.761122909999983,"[-0.40210429 -0.39469561 -0.39009625 -0.38953477 -0.38747528]","[-0.59561136 -0.59930978 -0.59991713 -0.58677799 -0.54684595]",-0.402104288339615,-0.599917129999994,"[-0.40277222 -0.40183881 -0.40116683 -0.40092054 -0.4007079 ]","[-0.64113743 -0.6412105  -0.639974   -0.63738947 -0.64093514]",-0.402772217988968,-0.6412105,0.446727770000052,"[0.70444924 0.70708352 0.70726365 0.71050733 0.71115118]","[0.44963414 0.45239868 0.65555796 0.44678371 0.44672777]",0.704449236392975,3,"22772_0,1,0_0.25_True",0.718833192738814,0.829004684443544
"mp-865140","(1, 1, 0)",0.125,"Ga-0.25-Mn-0.25-Ru-0.5","True","[-1.74817312 -1.74740136 -1.7447449  -1.74184608 -1.74010563]","[-1.70504148 -1.68067725 -1.7429065  -1.69904469 -1.67127852]",-1.74817311763763,-1.7429065,"[-1.88914514 -1.88647485 -1.88610244 -1.88594341 -1.88546705]","[-1.95777614 -1.95570621 -1.96012464 -1.95392853 -1.96581078]",-1.88914513587952,-1.96581078000003,"[-1.40847659 -1.40575886 -1.38311613 -1.37306046 -1.36799717]","[-1.25406095 -1.25398467 -1.35605243 -1.33328745 -1.33688838]",-1.40847659111023,-1.35605242999998,"[-2.46628308 -2.46353126 -2.46075082 -2.45702124 -2.45602083]","[-2.37937633 -2.37613377 -2.36369388 -2.38558544 -2.38748953]",-2.46628308296204,-2.38748953000004,"[-0.6269958  -0.62221891 -0.62147927 -0.62147319 -0.62131321]","[-0.61387728 -0.60997792 -0.60505588 -0.61557597 -0.60012744]",-0.626995801925659,-0.615575970000066,-0.385701909999966,"[-0.44562685 -0.4395383  -0.43939808 -0.4350571  -0.43328664]","[-0.38507777 -0.37970885 -0.38290013 -0.38570191 -0.38280024]",-0.445626854896545,3,"4424_1,1,0_0.125_True",,
"oqmd-302342","(1, 1, 2)",0.125,"Au-0.25-Pd-0.75","True","[-0.76247269 -0.75945485 -0.7447874  -0.74382371 -0.74163389]","[-0.95187467 -0.95151292 -0.95216621 -0.95240262 -0.9526747 ]",-0.762472689151764,-0.952674699999989,"[-1.70314026 -1.70244193 -1.70165038 -1.70081711 -1.70050108]","[-1.85502266 -1.85806617 -1.85806615 -1.86252936 -1.85813047]",-1.70314025878906,-1.86252936,"[-0.82440144 -0.8241477  -0.79834199 -0.7685051  -0.76831359]","[-0.94218527 -0.94603086 -0.93529204 -0.90848782 -0.88329473]",-0.824401438236237,-0.946030860000008,"[-1.31479549 -1.31403875 -1.31013489 -1.30788922 -1.30234754]","[-1.41598376 -1.42129413 -1.42321083 -1.42246127 -1.4229503 ]",-1.31479549407959,-1.42321083000002,"[-0.46671957 -0.46613345 -0.46612489 -0.46523923 -0.46497157]","[-0.61146011 -0.61045079 -0.60975796 -0.61010661 -0.61119327]",-0.466719567775726,-0.611460109999996,0.831936640000038,"[0.85233504 0.85234374 0.85436493 0.85446316 0.85530061]","[0.84381052 0.83193664 0.84214422 0.83754696 0.8320174 ]",0.852335035800934,2,"12684_1,1,2_0.125_True",0.977404110380399,0.86998302909844
"oqmd-472195","(2, 2, 1)",0.025,"Mn-0.5-Rh-0.25-V-0.25","True","[-2.0363791  -1.89814401 -1.85719991 -1.85258317 -1.81932497]","[-1.39100931 -1.80573253 -1.81602827 -1.85272824 -1.78811869]",-2.03637909889221,-1.85272823999992,"[-2.37890458 -2.37787795 -2.37631559 -2.37600875 -2.37399125]","[-2.21970443 -2.22766921 -2.22967614 -2.18589732 -2.28779472]",-2.37890458106995,-2.28779471999997,"[-2.06979394 -2.03746128 -2.00770259 -2.00125408 -1.96581531]","[-1.86354855 -1.69133876 -1.88577373 -1.90178923 -1.63361474]",-2.06979393959045,-1.90178922999996,"[-3.04277349 -2.92068076 -2.84035611 -2.74864745 -2.70359731]","[-2.83740401 -2.61217304 -2.71826253 -2.40387181 -2.37909196]",-3.04277348518372,-2.83740401,"[-0.66766679 -0.6660099  -0.63653576 -0.63613725 -0.61765355]","[-0.60264447 -0.57580755 -0.60845447 -0.59897921 -0.57175286]",-0.667666792869568,-0.60845446999997,-1.40947930999994,"[-1.49471164 -1.47433317 -1.43441761 -1.36667562 -1.36093307]","[-1.40947931 -1.35255468 -1.29504876 -1.24882037 -1.25596688]",-1.49471163749695,3,"16351_2,2,1_0.025_True",,
"dcgat-agm003293225","(0, 1, 0)",0.25,"Ag-0.583-Pd-0.417","True","[0.15221262 0.16485131 0.16678071 0.16979194 0.17145479]","[0.00455168 0.00591466 0.00542208 0.01011149 0.00575401]",0.152212619781494,0.00455168000002,"[-1.50629067 -1.50520921 -1.50397265 -1.50291193 -1.50188482]","[-1.67428291 -1.67703448 -1.67299015 -1.67447249 -1.66676436]",-1.50629067420959,-1.67703447999997,"[-0.67585063 -0.60456342 -0.58914948 -0.58659858 -0.58479792]","[-0.83525814 -0.77018571 -0.79523215 -0.78893914 -0.78893805]",-0.675850629806519,-0.835258140000008,"[-0.49760517 -0.49365103 -0.49174109 -0.48500016 -0.48431623]","[-0.62028821 -0.63609026 -0.63919672 -0.63091362 -0.64545784]",-0.497605174779892,-0.645457839999978,"[-0.40069082 -0.40031597 -0.39977273 -0.39950809 -0.39947212]","[-0.59378893 -0.59061757 -0.59257142 -0.58951954 -0.59390511]",-0.400690823793411,-0.59390510999998,0.502917820000022,"[0.74238366 0.74293178 0.74300712 0.7430715  0.74314958]","[0.50296566 0.50642269 0.50291782 0.50627102 0.50677695]",0.742383658885956,2,"23824_0,1,0_0.25_True",0.728315341084679,0.25097340823949
"oqmd-1340993","(2, 1, 1)",0.042,"Au-0.375-Pd-0.625","True","[-0.76931828 -0.76830882 -0.76586288 -0.76562363 -0.76512033]","[-0.8881379  -0.87995948 -0.88489405 -0.88705495 -0.88806401]",-0.769318282604218,-0.888137899999975,"[-1.87191272 -1.87190771 -1.86570573 -1.86544156 -1.86536908]","[-1.9250072  -1.92371144 -1.92935677 -1.93202631 -1.92868914]",-1.87191271781921,-1.93202631,"[-1.12251496 -1.09628487 -1.0394634  -1.03152072 -1.02805996]","[-1.12240816 -1.1147965  -1.05061877 -1.04668161 -1.03319339]",-1.12251496315002,-1.12240816000002,"[-1.49387431 -1.48131347 -1.39226365 -1.38616979 -1.23497522]","[-1.50949582 -1.48011858 -1.39887945 -1.39667288 -1.26778647]",-1.49387431144714,-1.50949581999998,"[-0.52251446 -0.52225423 -0.52038985 -0.52033591 -0.52016568]","[-0.58070706 -0.5867554  -0.5832032  -0.57906159 -0.58634533]",-0.522514462471008,-0.586755399999987,0.443172599999997,"[0.46878058 0.46912664 0.4694106  0.46948057 0.47102505]","[0.44821901 0.45111445 0.4431726  0.44423781 0.45348817]",0.46878057718277,2,"14502_2,1,1_0.042_True",1.05517395272402,0
