slab_comp,chemicalComposition,surfaceComposition,Equation,sites,id,pubId,dftCode,dftFunctional,reactants,products,facet,activationEnergy,reactionEnergy
Hf-0.8-Pd-0.2,Hf9Pd3,Hf3Pd,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_A_A|HCP""}",UmVhY3Rpb246NDA2Njk4,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-1.04774181815716
Hf-0.8-Pt-0.2,Hf9Pt3,Hf3Pt,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_A_A|FCC""}",UmVhY3Rpb246MzQ0NzAx,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-1.06527996325801
Hf-0.8-Re-0.2,Hf9Re3,Hf3Re,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_A_A|HCP""}",UmVhY3Rpb246NDA2NjEz,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-1.10104959945872
Hf-0.8-Rh-0.2,Hf9Rh3,Hf3Rh,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_A_A|FCC""}",UmVhY3Rpb246NDA2NjYx,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-1.08483841745598
Hf-0.8-Ru-0.2,Hf9Ru3,Hf3Ru,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_A_A|FCC""}",UmVhY3Rpb246NDA2NjQz,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-1.12114575065695
Hf-0.8-Sc-0.2,Hf9Sc3,Hf3Sc,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_A_A|HCP""}",UmVhY3Rpb246MzQwMzg4,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-0.997516270256682
Hf-0.8-Sn-0.2,Hf9Sn3,Hf3Sn,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_A_A|FCC""}",UmVhY3Rpb246MzQ2NTU5,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-1.03876818405749
Hf-0.8-Ta-0.2,Hf9Ta3,Hf3Ta,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_A_A|HCP""}",UmVhY3Rpb246MzQwNTI5,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-1.05559107795759
Hf-0.8-Tc-0.2,Hf9Tc3,Hf3Tc,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_A_B|FCC""}",UmVhY3Rpb246NDI4ODY0,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-1.13595187275766
Hf-0.8-Ti-0.2,Hf9Ti3,Hf3Ti,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_A_A|HCP""}",UmVhY3Rpb246MzQyMjQ0,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-1.04135204095562
Hf-0.8-Tl-0.2,Hf9Tl3,Hf3Tl,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_A_A|FCC""}",UmVhY3Rpb246MzQxNDUx,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-1.0971772834591
Hf-0.8-V-0.2,Hf9V3,Hf3V,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_A_A|HCP""}",UmVhY3Rpb246MzQwMjc2,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-1.06175282355886
Hf-0.8-W-0.2,Hf9W3,Hf3W,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_A_A|HCP""}",UmVhY3Rpb246NDA2NjAx,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-1.10070510325656
Hf-0.8-Y-0.2,Hf9Y3,Hf3Y,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_A_B|HCP""}",UmVhY3Rpb246MzQ0MDI0,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-0.976523231855907
Hf-0.8-Zn-0.2,Hf9Zn3,Hf3Zn,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_A_A|FCC""}",UmVhY3Rpb246MzQ2OTIw,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-1.06277188995497
Hf-0.8-Zr-0.2,Hf9Zr3,Hf3Zr,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_A_B|HCP""}",UmVhY3Rpb246MzQ4ODkx,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-0.994411995658965
Hg-0.2-In-0.8,Hg3In9,In3Hg,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_A_A|FCC""}",UmVhY3Rpb246NDA0MDk1,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,0.678944708140108
Hg-0.2-Ir-0.8,Hg3Ir9,Ir3Hg,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_A_A|HCP""}",UmVhY3Rpb246MzQ0NTM3,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-0.39809479075754
Hg-0.2-La-0.8,Hg3La9,La3Hg,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_A_A|FCC""}",UmVhY3Rpb246MzQ1ODk1,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-0.738556958857743
Hg-0.2-Mo-0.8,Hg3Mo9,Mo3Hg,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_A_A|HCP""}",UmVhY3Rpb246MzQyNDgw,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-0.898717858056415
Hg-0.2-Nb-0.8,Hg3Nb9,Nb3Hg,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_A_A|FCC""}",UmVhY3Rpb246MzQ1MDk1,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-1.07701487255596
Hg-0.2-Pb-0.8,Hg3Pb9,Pb3Hg,0.5H2(g) + * -> H*,"{""H"": ""bridge|A_A|A""}",UmVhY3Rpb246NDA0NTM0,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,0.737454081540847
Hg-0.2-Pd-0.8,Hg3Pd9,Pd3Hg,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_A_A|FCC""}",UmVhY3Rpb246NDI4OTU2,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-0.282690223360049
Hg-0.2-Pt-0.8,Hg3Pt9,Pt3Hg,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_A_A|HCP""}",UmVhY3Rpb246MzQwNjk1,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-0.303049780758528
Hg-0.2-Re-0.8,Hg3Re9,Re3Hg,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_A_A|HCP""}",UmVhY3Rpb246NDEwNDA5,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-0.583528806858311
Hg-0.2-Rh-0.8,Hg3Rh9,Rh3Hg,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_A_A|FCC""}",UmVhY3Rpb246MzQ3MDE4,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-0.434779545658756
Hg-0.2-Ru-0.8,Hg3Ru9,Ru3Hg,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_A_A|HCP""}",UmVhY3Rpb246MzQwNDI2,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-0.432433380256924
Hg-0.2-Sc-0.8,Hg3Sc9,Sc3Hg,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_A_A|HCP""}",UmVhY3Rpb246NDA2MTAw,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-1.1866740283576
Hg-0.2-Sn-0.8,Hg3Sn9,Sn3Hg,0.5H2(g) + * -> H*,"{""H"": ""top|A""}",UmVhY3Rpb246MzU0NDc5,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,0.600117274742871
Hg-0.2-Ta-0.8,Hg3Ta9,Ta3Hg,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_A_A|FCC""}",UmVhY3Rpb246NDA3MjY2,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-1.07182484525671
Hg-0.2-Tc-0.8,Hg3Tc9,Tc3Hg,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_A_A|HCP""}",UmVhY3Rpb246NDExMzUx,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-0.558581682259472
Hg-0.2-Ti-0.8,Hg3Ti9,Ti3Hg,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_A_A|FCC""}",UmVhY3Rpb246MzQyMDM0,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-1.12926603575667
Hg-0.2-Tl-0.8,Hg3Tl9,Tl3Hg,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_A_A|FCC""}",UmVhY3Rpb246MzQxOTQ4,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,0.702629904740235
Hg-0.2-V-0.8,Hg3V9,V3Hg,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_A_A|FCC""}",UmVhY3Rpb246MzQ3MDA4,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-1.04556205025708
Hg-0.2-W-0.8,Hg3W9,W3Hg,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_A_A|HCP""}",UmVhY3Rpb246MzQyNDg5,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-1.03203091745942
Hg-0.2-Y-0.8,Hg3Y9,Y3Hg,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_A_A|FCC""}",UmVhY3Rpb246MzQ3Mzg5,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-1.11369350505717
Hg-0.2-Zn-0.8,Hg3Zn9,Zn3Hg,0.5H2(g) + * -> H*,"{""H"": ""bridge|A_A|B""}",UmVhY3Rpb246MzUxODYx,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,0.441774912244938
Hg-0.2-Zr-0.8,Hg3Zr9,Zr3Hg,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_A_A|FCC""}",UmVhY3Rpb246MzQ4MTUw,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-1.0851435931572
Hg-0.5-In-0.5,Hg6In6,HgIn,0.5H2(g) + * -> H*,"{""H"": ""bridge|B_B|A""}",UmVhY3Rpb246MzU1MjE0,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",101,,0.732891412641976
Hg-0.5-La-0.5,Hg6La6,HgLa,0.5H2(g) + * -> H*,"{""H"": ""bridge|B_B|A""}",UmVhY3Rpb246MzUwMzI5,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",101,,-0.462176919459097
Hg-0.5-Mn-0.5,Hg6Mn6,HgMn,0.5H2(g) + * -> H*,"{""H"": ""bridge|B_B|A""}",UmVhY3Rpb246MzUxMDY2,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",101,,1.69841376234129
Hg-0.5-Mo-0.5,Hg6Mo6,HgMo,0.5H2(g) + * -> H*,"{""H"": ""top|B""}",UmVhY3Rpb246NDA5ODQz,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",101,,0.375341719941417
Hg-0.5-Nb-0.5,Hg6Nb6,HgNb,0.5H2(g) + * -> H*,"{""H"": ""bridge|B_B|A""}",UmVhY3Rpb246MzU3NzYw,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",101,,-0.644497000956989
Hg-0.5-Ni-0.5,Hg6Ni6,HgNi,0.5H2(g) + * -> H*,"{""H"": ""bridge|B_B|A""}",UmVhY3Rpb246NDIyMTc2,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",101,,-0.146243500864301
Hg-0.5-Pb-0.5,Hg6Pb6,HgPb,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_A_B|FCC""}",UmVhY3Rpb246MzU3OTU0,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",101,,0.899672705440963
Hg-0.5-Pd-0.5,Hg6Pd6,HgPd,0.5H2(g) + * -> H*,"{""H"": ""bridge|A_A|B""}",UmVhY3Rpb246NDI4ODgy,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",101,,0.136303454442015
Hg-0.5-Pt-0.5,Hg6Pt6,HgPt,0.5H2(g) + * -> H*,"{""H"": ""top|B""}",UmVhY3Rpb246MzUyMzY1,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",101,,-0.153773571156279
Hg-0.5-Rh-0.5,Hg6Rh6,HgRh,0.5H2(g) + * -> H*,"{""H"": ""bridge|B_B|A""}",UmVhY3Rpb246MzU1OTI4,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",101,,-0.29552338406117
Hg-0.5-Sc-0.5,Hg6Sc6,HgSc,0.5H2(g) + * -> H*,"{""H"": ""bridge|A_A|B""}",UmVhY3Rpb246NDA2MTA4,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",101,,-0.660530220457957
Hg-0.5-Ta-0.5,Hg6Ta6,HgTa,0.5H2(g) + * -> H*,"{""H"": ""bridge|B_B|A""}",UmVhY3Rpb246MzUwNDQ3,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",101,,-0.75473140545634
Hg-0.5-Ti-0.5,Hg6Ti6,HgTi,0.5H2(g) + * -> H*,"{""H"": ""bridge|B_B|A""}",UmVhY3Rpb246MzU4NzEw,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",101,,-0.662699239855073
Hg-0.5-Tl-0.5,Hg6Tl6,HgTl,0.5H2(g) + * -> H*,"{""H"": ""bridge|B_B|A""}",UmVhY3Rpb246MzU4ODgx,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",101,,0.83367897714291
Hg-0.5-Y-0.5,Hg6Y6,HgY,0.5H2(g) + * -> H*,"{""H"": ""bridge|B_B|A""}",UmVhY3Rpb246MzUwNzAx,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",101,,-0.672301320860214
Hg-0.5-Zr-0.5,Hg6Zr6,HgZr,0.5H2(g) + * -> H*,"{""H"": ""bridge|B_B|A""}",UmVhY3Rpb246MzU0OTE5,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",101,,-0.68312505695846
Hg-0.8-In-0.2,Hg9In3,Hg3In,0.5H2(g) + * -> H*,"{""H"": ""top|B""}",UmVhY3Rpb246NDI4ODcz,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,0.891672014441639
Hg-0.8-Ir-0.2,Hg9Ir3,Hg3Ir,0.5H2(g) + * -> H*,"{""H"": ""top|B""}",UmVhY3Rpb246MzUxOTEw,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-0.470696531657239
Hg-0.8-La-0.2,Hg9La3,Hg3La,0.5H2(g) + * -> H*,"{""H"": ""bridge|A_B|A""}",UmVhY3Rpb246NDAzMDI5,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,0.181735853043421
Hg-0.8-Mn-0.2,Hg9Mn3,Hg3Mn,0.5H2(g) + * -> H*,"{""H"": ""top|B""}",UmVhY3Rpb246MzQ5NjAy,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,0.264728124843742
Hg-0.8-Mo-0.2,Hg9Mo3,Hg3Mo,0.5H2(g) + * -> H*,"{""H"": ""top|B""}",UmVhY3Rpb246MzUzOTYy,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-0.375180628557217
Hg-0.8-Nb-0.2,Hg9Nb3,Hg3Nb,0.5H2(g) + * -> H*,"{""H"": ""top|B""}",UmVhY3Rpb246MzU1MDc1,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-0.192827621361147
Hg-0.8-Ni-0.2,Hg9Ni3,Hg3Ni,0.5H2(g) + * -> H*,"{""H"": ""top|B""}",UmVhY3Rpb246MzU0Mzc0,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,0.289998520643195
Hg-0.8-Os-0.2,Hg9Os3,Hg3Os,0.5H2(g) + * -> H*,"{""H"": ""top|B""}",UmVhY3Rpb246NDAzMDgw,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-0.787379895856219
Hg-0.8-Pb-0.2,Hg9Pb3,Hg3Pb,0.5H2(g) + * -> H*,"{""H"": ""top|B""}",UmVhY3Rpb246NDI4ODc1,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,0.689127616145044
Hg-0.8-Pd-0.2,Hg9Pd3,Hg3Pd,0.5H2(g) + * -> H*,"{""H"": ""top|B""}",UmVhY3Rpb246MzU1MTAz,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,0.596545780540538
Hg-0.8-Pt-0.2,Hg9Pt3,Hg3Pt,0.5H2(g) + * -> H*,"{""H"": ""top|B""}",UmVhY3Rpb246MzUwMjU2,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,0.0090330909415854
Hg-0.8-Re-0.2,Hg9Re3,Hg3Re,0.5H2(g) + * -> H*,"{""H"": ""top|B""}",UmVhY3Rpb246NDAzMDY5,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-0.828708817857631
Hg-0.8-Rh-0.2,Hg9Rh3,Hg3Rh,0.5H2(g) + * -> H*,"{""H"": ""top|B""}",UmVhY3Rpb246MzYwNTI3,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,0.0434598453403225
Hg-0.8-Ru-0.2,Hg9Ru3,Hg3Ru,0.5H2(g) + * -> H*,"{""H"": ""top|B""}",UmVhY3Rpb246NDAzMDg1,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-0.370562856761325
Hg-0.8-Sc-0.2,Hg9Sc3,Hg3Sc,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_A_B|HCP""}",UmVhY3Rpb246NDAzMDM1,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,0.102447050639086
Hg-0.8-Sn-0.2,Hg9Sn3,Hg3Sn,0.5H2(g) + * -> H*,"{""H"": ""hollow-tilt|A_A_B|HCP""}",UmVhY3Rpb246NDI4ODc3,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,0.981279509743246
Hg-0.8-Ta-0.2,Hg9Ta3,Hg3Ta,0.5H2(g) + * -> H*,"{""H"": ""top|B""}",UmVhY3Rpb246MzU0NTg0,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-0.420713709357159
Hg-0.8-Tc-0.2,Hg9Tc3,Hg3Tc,0.5H2(g) + * -> H*,"{""H"": ""top|B""}",UmVhY3Rpb246NDAzMDc1,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-0.484530663058621
Hg-0.8-Ti-0.2,Hg9Ti3,Hg3Ti,0.5H2(g) + * -> H*,"{""H"": ""hollow-tilt|A_A_B|HCP""}",UmVhY3Rpb246MzQ2Njg3,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,0.0201403697401759
Hg-0.8-Tl-0.2,Hg9Tl3,Hg3Tl,0.5H2(g) + * -> H*,"{""H"": ""bridge|A_B|A""}",UmVhY3Rpb246NDI4ODgw,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,1.1242690733425
Hg-0.8-V-0.2,Hg9V3,Hg3V,0.5H2(g) + * -> H*,"{""H"": ""top|B""}",UmVhY3Rpb246NDAzMDYy,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-0.122201971159456
Hg-0.8-W-0.2,Hg9W3,Hg3W,0.5H2(g) + * -> H*,"{""H"": ""top|B""}",UmVhY3Rpb246MzQ5Nzky,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-0.645658790955139
Hg-0.8-Y-0.2,Hg9Y3,Hg3Y,0.5H2(g) + * -> H*,"{""H"": ""bridge|A_B|A""}",UmVhY3Rpb246NDAzMDI3,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,0.0936524674407622
Hg-0.8-Zn-0.2,Hg9Zn3,Hg3Zn,0.5H2(g) + * -> H*,"{""H"": ""top|B""}",UmVhY3Rpb246NDAzMTE5,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,0.77146899154198
Hg-0.8-Zr-0.2,Hg9Zr3,Hg3Zr,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_A_B|HCP""}",UmVhY3Rpb246MzQ1OTc1,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-0.0647505763581364
In-1.0,In12,In,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_A_A|FCC""}",UmVhY3Rpb246MzM5NzYy,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,0.862897880841985
In-0.2-Ir-0.8,In3Ir9,Ir3In,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_A_A|HCP""}",UmVhY3Rpb246MzQ1OTI4,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-0.411056797357531
In-0.2-La-0.8,In3La9,La3In,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_A_A|FCC""}",UmVhY3Rpb246MzQwNjE1,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-0.733582581858144
In-0.2-Mo-0.8,In3Mo9,Mo3In,0.5H2(g) + * -> H*,"{""H"": ""hollow|A_A_A|HCP""}",UmVhY3Rpb246MzQ3MDIx,MamunHighT2019,Quantum ESPRESSO 5.1,BEEF-vdW,"{""star"": 1, ""H2gas"": 0.5}","{""Hstar"": 1}",111,,-0.861809969656832
